created_at,username,tweet,source
2018-10-09 08:16:10,JvrAdriaan,"I liked a @YouTube video https://t.co/gMezdKb4d5 LIVE LEO Recap: Hi, hello, how ya doin?",Google
2018-10-09 08:16:07,barebacktime,Hello and welcome to HornyAlex4. Thank you for following.,Zapier.com
2018-10-09 08:16:07,YeeYeeSan3,@NJlVZyOEvNt8T5H @chrischanjks @sukkie_eel @q8CpoGqvB61Kvcz @liels2000 @Z1jm2ENf6P5ZW0f @MarchRios3 @RosilloTorija… https://t.co/pGgAifxaCr,Twitter for Android
2018-10-09 08:16:07,AylakeJ,"#Beaded #bracelet is an #amazing thing, it can completely change the look of your outfit for the day and help expre… https://t.co/qKYNranQd7",Twitter Web Client
2018-10-09 08:16:07,ChrisDrake91,@MonsterReTwitch @TheRealTityBoy @SGH_RTs Hello and welcome to my channel! :)  https://t.co/9AGjaWsAHF,Twitter for Android
2018-10-09 08:16:07,frenny531,Cutting edge tech from @Shell_India for the best biking experience. Say hello to the new Shell Advance AX7 #OutrideAnything,Twitter for Android
2018-10-09 08:16:06,jimandroid10,@OmarHaridy I emailed a physics professor in Sweden once regarding a PhD candidacy. I started with a “hello” instea… https://t.co/T4SqGwZHQt,Twitter Lite
2018-10-09 08:16:02,bendizhodouglas,"On such a quiet dull morning, someone calls you and starts the phonecall with ""Hello Daaga, we have good news for y… https://t.co/T3ru0NrWIZ",Facebook
2018-10-09 08:16:02,kaqsolar,"@royalbased good boy - gd taeyang
everybody - shinee
hello bitches - cl",Twitter for Android
2018-10-09 08:16:01,Eunny57063101,@HELBpage hello Helb..please check on my loan disbursement.. I.d 34187249,Twitter for Android
2018-10-09 08:16:00,slime_slimey,@it_meirl_bot hello dog,Twitter for Android
2018-10-09 08:15:59,beyondaveryy,@imLeonKroeber well hello 💓,Twitter for iPhone
2018-10-09 08:15:59,DaudSheriff,@FBN_help Hello! A friend of mine who just left Nigeria had some transaction issues with first bank and has asked t… https://t.co/8dKMLBVGSR,Twitter for Android
2018-10-09 08:15:57,Shieyra_Stuff,HELLO KITTY and DOREAMON lover mana?  😅😘❤😂,Facebook
2018-10-09 08:15:56,Korey79522070,"@AjhulzCrypto Hello, my name is Sergei, I am a founder of private trading community «10x club». Now we opened our d… https://t.co/uDhJqTL8RQ",Twitter for Android
2018-10-09 08:15:53,DeadassDumbass,Hello and welcome to my fan account for myself https://t.co/hVBD84Xyux,Twitter for Android
2018-10-09 08:15:51,hankyluv,@_SJPeace_ I read some of your tweets and you stated that I could be your friend and follower here if I would like… https://t.co/vnHYU5Ny8C,Twitter for iPhone
2018-10-09 08:15:47,INTERNETjp_en,"您好!Hello!!
It will be held from tomorrow. Our booth is N1 A33. Please visit us. https://t.co/I1hjSnEAyk",Twitter for iPhone
2018-10-09 08:15:47,Kim47875486,"@Melissa28278064 @Erin06216747 @cookdcrypto Hello, my name is Sergei, I am a founder of private trading community «… https://t.co/BEbu4HPtuz",Twitter for Android
2018-10-09 08:15:46,Joshua08084437,"@Brandon84947926 @yarusefio Hello, my name is Sergei, I am a founder of private trading community «10x club». Now w… https://t.co/xQbeJ6XE2J",Twitter for Android
2018-10-09 08:15:46,IqcheoI,hello i just screamed,Twitter for Android
2018-10-09 08:15:46,azconfidant,"@davidbritt hello,whats up!i'm a music producer,could you please take a look at my new beat https://t.co/cFIV0lBhLG thanks 👍👍🙌 🙌",Twitter Web Client
2018-10-09 08:15:46,irate_inigo,Hello! My name is Alicia Silverstone. You killed my cabinetmaker. Prepare to die.,"Cheap Bots, Done Quick!"
2018-10-09 08:15:46,LidiaMinou,"@GaryBarlow Hello Gary sunshine ? What you up to today ? I hope you've had a good coffee and breakfast, have a wond… https://t.co/lbBHUFolqx",Twitter for iPhone
2018-10-09 08:15:44,ExpertShrink,@Elsabox123 Hello and thanks for the follow. I'm doing a bit of research .....what do you do that helps to reduce y… https://t.co/oOjLcI1gXI,SocialBee.io
2018-10-09 08:15:44,vcyeur,"hello peachy girl, welcome to the playground. the name is derek anyway. https://t.co/2MjY5CLERH",Twitter for Android
2018-10-09 08:15:43,rozupark,"@THEJIEQlONG Oh! Hello there! l’ve just came back from a long hiatus, so I can’t recall on how we’ve met. I have su… https://t.co/IWrWfeOxqJ",Twitter for iPhone
2018-10-09 08:15:41,Rajsonk58167775,Hello everyone Time and distance don’t matter when I’m on my bike. With Shell Advance AX7 I can #OutrideAnything,Twitter for Android
2018-10-09 08:15:41,MrZage,Hello! @dawisu May be it did not come to your notice that there was an alleged social media messages especially wha… https://t.co/tOgvGAgOjp,Twitter for Android
2018-10-09 08:15:39,Jungkook_stb,Hello  https://t.co/c4DPQqbfJB,Curious Cat
2018-10-09 08:15:35,MTN180,"@emoshoke_ @MTNNG Hello, apologies on the network inconvenience. Please DM your phone number for checks and resolution. ^SL",TweetDeck
2018-10-09 08:15:34,LyricalOmenHP,I liked a @YouTube video https://t.co/WifFKU97m9 WHY ARE THEIR DANCING ALIENS IN THIS HELLO NEIGHBOR RIPOFF? | Hello Neighbor Mobile,Google
2018-10-09 08:15:33,GordonHarmony,"@Rosie_fluffybun Hello lil bunny. 
You my FIRST BunBun friend !

Yoo is a dolly ! ❤🐇",Twitter for Android
2018-10-09 08:15:32,athena425,@SkyNews Hello from Tbilisi. The funny part is that the dog had gum stuck to its fur (a common occurrence with stre… https://t.co/OjHP4pyzOI,Twitter Web Client
2018-10-09 08:15:32,Curo_Group,"@_rachaelxx Hello Rachael, 

If you would like me to investigate what has happened in regards to your door, please… https://t.co/Wy0jPkfBUO",SocialSignIn Application
2018-10-09 08:15:30,http_sizzler,hello,Twitter for Android
2018-10-09 08:15:28,thegamerbaylp,"Let's Play - Hello Cats, Level 5: https://t.co/eexLuszAsY via @YouTube",Google
2018-10-09 08:15:27,Jimuel38293786,"@nemhome Hello, my name is Sergei, I am a founder of private trading community «10x club». Now we opened our doors… https://t.co/wnDFIyV6zL",Twitter for Android
2018-10-09 08:15:27,pocs80,"@piaroos1 @moa_roos Hello share-doggie, you're back on a great journey of discovery. Yes, there is so much to explo… https://t.co/NQS9S8Wb3h",Twitter Web Client
2018-10-09 08:15:24,Wilson93232054,@ms_koki Hello,Twitter Web Client
2018-10-09 08:15:23,Roderick_FR,@chinimini @KrisleshizleEU @IslandGrown11 @ManaProd @Carolin39819868 @ChildishPlays Have a safe trip guys! Enjoy Se… https://t.co/pS7jYvmvRS,Twitter Web Client
2018-10-09 08:15:22,serah41270738,"@thebriankrause hello, Med Children of 9 and 5 years and myself, we are happy to come to Paris on October 20 to mee… https://t.co/fS0cuiUdPp",Twitter for iPhone
2018-10-09 08:15:22,Chris53353192,"@gordongekko369 @thacryptomaniac Hello, my name is Sergei, I am a founder of private trading community «10x club».… https://t.co/pz0GUk5iHj",Twitter for Android
2018-10-09 08:15:22,AntonioCatalin8,@OnlyMillsy hello,Twitter for Android
2018-10-09 08:15:21,FlyRwandAir,"@porklady Hello @porklady,

What will be your travel dates? Kindly share more details so that we can advise you accordingly. Thank you",Twitter for iPhone
2018-10-09 08:15:20,ruthyone,"Just saying hello to my new follower @bounce_kcaB, looking forward to tweeting with you. #sayhello https://t.co/txWcIQ5RKb",Who Unfollowed Me
2018-10-09 08:15:19,ELLAbyoow,"Hello Guys!!! Sungwoon, Guanlin, Jaehwan, Baejin and Jisung Photocards still available. Please adopt them na. Pleas… https://t.co/e5x5E1xPSX",Twitter for iPhone
2018-10-09 08:15:19,KyleeRaevyn,@shanedawson hi. hello. love u,Twitter for iPhone
2018-10-09 08:15:18,ntelcare,"@isaacsokari @jerry4prince @ntelng Hello@isaacsokari, please be informed that plan has been activated successfully… https://t.co/q78xjJVdPP",Twitter Web Client
2018-10-09 08:15:17,LelianaMonet,#chaturbatehalloween hello guys I'm happy with my little monster https://t.co/Nn9tCtX3qw,Twitter Web Client
2018-10-09 08:15:15,TeBooo_M,@Mo_riskie @EMKEM_Mike Hello,Twitter for Android
2018-10-09 08:15:14,RSPBScotland,"The Inner Forth Landscape Initiative came to an end in September, but the partnership will continue as Inner Forth… https://t.co/deXRE4JWEa",Hootsuite Inc.
2018-10-09 08:15:13,theunknownkxng,@Sneekapeekkicks hello @Sneekapeekkicks is it possible for me to talk to you please.... Can you check your messages?..... If you have time🙏🙏,Twitter for Android
2018-10-09 08:15:12,Mary29410548,"@Elijah63741229 @Taylor66316971 @yarusefio Hello, my name is Sergei, I am a founder of private trading community «1… https://t.co/BdeXHEn0NR",Twitter for Android
2018-10-09 08:15:12,Dalyn83041995,"@radioakctive Hello, my name is Sergei, I am a founder of private trading community «10x club». Now we opened our d… https://t.co/S9z3HgvxqV",Twitter for Android
2018-10-09 08:15:10,PurpolMarketing,"It's Tomorrow!!!
Cant wait to speak at UK Construction Week on How to Win that Construction Bid.
Come and say hello… https://t.co/90dX4vWBYz",Hootsuite Inc.
2018-10-09 08:15:10,Troy60650394,"@trinance1 Hello, my name is Sergei, I am a founder of private trading community «10x club». Now we opened our door… https://t.co/lkQaAW44KJ",Twitter for Android
2018-10-09 08:15:09,t2apprentice,Don't forget to come along tomorrow to @SkillsCymru @MotorpointDiff  and say hello. We have a great prize up for gr… https://t.co/uHjvj4LZuT,Hootsuite
2018-10-09 08:15:09,garay19850603,hello world,Twitter for Android
2018-10-09 08:15:08,koreanthingy,/krt/ SAY HELLO TO PLEDIS' NEW CEO https://t.co/P2agDnIirO,Koreanthingy
2018-10-09 08:15:07,annienym11,I said „Hello“ from you :-)) @geertvanbuul 🤗 https://t.co/yeTgn7GoSR,Twitter for iPhone
2018-10-09 08:15:07,hellomag,Would you like to know all the details on Princess Eugenie and Jack Brooksbank's wedding? Find out more about their… https://t.co/srya9ERMrj,Hootsuite Inc.
2018-10-09 08:15:05,serah41270738,"@H_Combs  hello, Med Children of 9 and 5 years and myself, we are happy to come to Paris on October 20 to meet you… https://t.co/hS3e4VLKrE",Twitter for iPhone
2018-10-09 08:15:03,Nancy7037,"@PerezMalia Hello there! 
We would love to assist you. We are having a team of professional developers with more th… https://t.co/Zm5k7AFsdw",TweetDeck
2018-10-09 08:15:01,PD_Riggs,Team Darbey taking part in the 7-7 spin at Lace walk Honiton in aid of HOSPICE CARE . Come down and say hello. Or j… https://t.co/T4xdHfSruz,Twitter for iPhone
2018-10-09 08:15:00,mpsplc,Hello @iNetGroupLtd. Thanks for the follow 👍,Twitter Web Client
2018-10-09 08:15:00,loonatoon1,Hello world!,Twitter for iPhone
2018-10-09 08:14:58,LyfRockzzz,Hello everybody do checkout The official trailer of #TumbbadThisFriday https://t.co/GPCAH1MRpc,TweetDeck
2018-10-09 08:14:57,Tristargaryen23,@wernercojunio hello same im gonna sleep ajah,Twitter Web Client
2018-10-09 08:14:57,SHRIDHA16490798,Hello https://t.co/5D3G1zgv8D,Twitter for Android
2018-10-09 08:14:56,Idolboxsan,HALLOWEEN EDITION TOO HELLO,Twitter Web Client
2018-10-09 08:14:55,ActiveBucks,"@bill_russell3 @bucksccgs Hello Bill, yes that is correct.",Twitter Web Client
2018-10-09 08:14:54,ArmandoVizia,@lycamobile Hello! I have a UK sim card with the national plus bundle and i am currently in Italy. I can't register… https://t.co/sK1lwP5xZg,Twitter Lite
2018-10-09 08:14:54,ChongbotV1,Hello! Michael Chong's classically conservative positions are practical and forward-thinking.   #chongtourage @SylviePCC2015,ChongBot
2018-10-09 08:14:53,canmali_can,Hello mummy 🦁 📸: @kidzan7 https://t.co/uaxe8eWV6S,Instagram
2018-10-09 08:14:52,Andrew88170622,@MyTravelingJoys Hello dear nice,Twitter for Android
2018-10-09 08:14:50,Vadim_Gut,"@UriShaked so what was the string ""Hello board ..."" #reversim",Twitter for Android
2018-10-09 08:14:50,brujathadon,Hello. Common sense is free as fuck,Twitter for iPhone
2018-10-09 08:14:49,NnaEnibe,"Hello Modupe, the only Nigerian I know that trust INEC from the bottom of her heart. 😊 https://t.co/ORW9WCnddK",Twitter for Android
2018-10-09 08:14:49,officiallyoungk,Hi hello. Please help RT-ing this. Thank you. :) https://t.co/QPCXW9IdSE,Twitter Web Client
2018-10-09 08:14:48,prokabaddiii,"Hello all.... 
Today two matches team available  my #telegram channel 
#Channel link in my pinned tweet
Like 
Retwe… https://t.co/E4xXZerDu7",Twitter for Android
2018-10-09 08:14:48,Asur_Ra,"@Schwarzenegger Hello, Arnold! I offer you an exclusive course of body rejuvenation. The body begins to  grow young… https://t.co/OxBXA4XtPK",Twitter Web Client
2018-10-09 08:14:47,AntonioCatalin8,@coleym64 hello,Twitter for Android
2018-10-09 08:14:45,BORNTOCUM,@_3dollarchain Hello! Ur most welcome! A little introduction?😌,Twitter Lite
2018-10-09 08:14:45,MissTvtm,@Sah75official Hello,Twitter Web Client
2018-10-09 08:14:44,ExpertShrink,@balifornian991 Hello and thanks for the follow. I'm doing a bit of research .....have you ever struggled with depr… https://t.co/r1r9jEiWut,SocialBee.io
2018-10-09 08:14:44,princepalace15,"@Soundcity985FM  #WhatsUpLagos
Hello Good Morning, 
Could you kindly send the phone number of the company looking f… https://t.co/U6olZpvAWT",Twitter Lite
2018-10-09 08:14:43,GenuineTutor,@brooklyngrimes Hello. For your whole semester online classes and even exams you don't have to worry anymore about… https://t.co/KvAeLTwUW9,Twitter Web Client
2018-10-09 08:14:42,lucyrebecca141,@MichaelO672000 Hello,Twitter for iPhone
2018-10-09 08:14:42,daidukul,hello I'm awake but I knocked the fuck out,Twitter for Android
2018-10-09 08:14:39,atlxntes,"Hello Ares! No need to be sorry, I'm the one who need to be sorry because I rarely greet all of you. Why did you th… https://t.co/kUz8ViWMjR",Twitter for Android
2018-10-09 08:14:39,NorthFifePol,"Cupar Community Officers will be at Tesco, Cupar this morning from 10am to 12pm along with @FifeTS providing advice… https://t.co/fnkhGo6TKU",Twitter for Android
2018-10-09 08:14:38,scooterbotboy,"Random person: hi

Jimin: hello *jacket falls off* 
how *shirt rips* 
are",ScooteryBotBoy
2018-10-09 08:14:37,sheepzyx1485,@LAY_zhang_ Hello @LAY_zhang_ I made this art JUST FOR YOU. 💜 I Hope you'll like it.💜 https://t.co/uURzmhqFXq,Twitter for Android
2018-10-09 08:14:37,OlajideBcollins,"@ntelcare hello good morning,pls I want to activate 1k wawu data plan on this line 08040083445 thanks",Twitter for Android
2018-10-09 08:14:36,mipster,Goodbye #sqlrelay hello #datarelay,Twitter for iPhone
2018-10-09 08:14:35,DrMGhisoni,@CALL_247 Bangor University @SHSBangor Tea &amp; Talk event - today -  in the student zone for World Mental Health Day… https://t.co/no3IdUXnkc,Twitter Web Client
2018-10-09 08:14:32,dessy7tanggang,hello #BOT,twittbot.net
2018-10-09 08:14:32,Olwethu_Ncukana,Hello in Blurry pictures https://t.co/F5KouBDjUs,Twitter for Android
2018-10-09 08:14:30,HelenaRoyle1,"Come and say hello, we’ll be on stand G12 #solar #storage https://t.co/fYwZN3Sm3l",Twitter for iPhone
2018-10-09 08:14:29,YeeYeeSan3,@NJlVZyOEvNt8T5H @sukkie_eel @chrischanjks @q8CpoGqvB61Kvcz @liels2000 @Z1jm2ENf6P5ZW0f @MarchRios3 @RosilloTorija… https://t.co/bzHzpJPGyZ,Twitter for Android
2018-10-09 08:14:27,GauciAntonia,@copsclaire hello- I was at school with Christine- do you see people anywhere to help with weight loss pls? Thanks,Twitter for iPhone
2018-10-09 08:14:19,ilsansqueen_,"@RX931 @itsmejayseee @lexyangeles @issapandas Hello, guys! I am voting and  requesting for IDOL by @BTS_twt ft nick… https://t.co/IzvINEx2QJ",Twitter for Android
2018-10-09 08:14:19,Jilliemary,@yamadog91 Hello. ☺,Twitter Lite
2018-10-09 08:14:18,nurse_topher,Hello hennies. I'm live hennies. https://t.co/h0rfcwL09b,Twitter Web Client
2018-10-09 08:14:18,TheComicBot,"Hello Bone-Puppet, it is Comic-Bot: Reminder module V2.0. What #comic are you reading today?","Cheap Bots, Done Quick!"
2018-10-09 08:14:15,dayanarawr,Hotelier again hello busy sched!! 😊,Twitter for iPhone
2018-10-09 08:14:13,MIKEBLOODSTAR,@DarrenUnknown hello Belieber,Twitter for Android
2018-10-09 08:14:13,CRTContactUs,"@BedwynFootpaths Hello, you can contact the team on either 03030 404040 or email them on enquiries.kennetavon@canalrivertrust.org.uk -Amy",Hootsuite Inc.
2018-10-09 08:14:12,leahsophier9,@Danielaycock hello,Twitter for iPhone
2018-10-09 08:14:12,_chaoyue,"Hello, good aftie neru-san https://t.co/C6IhiwBfLu",Twitter for Android
2018-10-09 08:14:11,thedanielleism,Hello @sittiadelene 😂😘👊 https://t.co/3JoEkfwWWQ,Instagram
2018-10-09 08:14:11,KtWhitewrites,Hello Cardiff my old friend...time for @irisprize again...#iris18 https://t.co/7dxsTJtzQH,Twitter for iPhone
2018-10-09 08:14:11,TelkomCare_Ke,"@jerk_richie Hello Richard, This is unfortunate. Kindly share the affected Telkom number and transaction code via D.M for us to assist.^eJM",Twitter Web Client
2018-10-09 08:14:09,maydaytrashh,"crushie was about to take a bite from his burger, coffe on the other hand,  watching something on his macbook when… https://t.co/D6Db0yhiXq",Twitter for iPhone
2018-10-09 08:14:05,dcole03,Someone come tuck me in. ¿Hello? ¿Mom? https://t.co/59zO97TxnN,Twitter for iPhone
2018-10-09 08:14:05,Mefika1,Hello there @HiltonSandton I'm trying make a booking with you and your phone lines don't seem to be clear. And when… https://t.co/ZVffvpSkap,Twitter for Android
2018-10-09 08:14:03,gwangjusbabe,"@RX931 @itsmejayseee @lexyangeles @issapandas Hello, guys! I am voting and  requesting for IDOL by @BTS_twt ft nick… https://t.co/5NVWIskRMb",Twitter for Android
2018-10-09 08:13:59,r_osiepark,"Hello, cutie. https://t.co/Tb7skdNsZo",Twitter for Android
2018-10-09 08:13:58,MAYAR_KRATU,Hello ❤ #ComebackSoonKratika https://t.co/I4qaQUXuZi,Twitter for Android
2018-10-09 08:13:58,kcmsohee,"@actorkmjisoo hello oppa ^^ 
nice to know youuu",Twitter Web Client
2018-10-09 08:13:57,AskPS_UK,"@russfor1983 Hello! Sorry to hear that, please check the help page section ""Has My account been compromised?"" for w… https://t.co/dYLEHKn7IS",Oracle Engage
2018-10-09 08:13:56,BestNess_,@fallnaway @CharlieCereza Hello,Twitter for iPhone
2018-10-09 08:13:54,hanyjh1004,Hello.,Twitter for iPhone
2018-10-09 08:13:53,taegukcafes,hello,Twitter for Android
2018-10-09 08:13:53,ILSANSBRIDE,"@RX931 @itsmejayseee @lexyangeles @issapandas Hello, guys! I am voting and  requesting for IDOL by @BTS_twt ft nick… https://t.co/ubdEkCr93z",Twitter for Android
